customer_id,first_name,last_name,email,phone,street_address,city,postal_code,country,sign_up_date,lease_start,lease_end,unit_id,unit_size,monthly_fee,payment_status,last_payment_date,notes
C101784,Amelia,Taylor,ataylor@example.com,0031-6-42378416,Main St 187,Eindhoven,9882 AC,NL,11/04/2023,20161029,13-Jun-2021,u1482,5 sqm,248.69,overdue,02/07/2019,
C101410,Mia,Martin,miama@inboxstorage.eu,340910462,Baker St 99,The Hague,1666,NL,2018-08-22,06-May-2016,2026-08-07,#141,10m2,519.93,overdue,2023/03/01,警告: unpaid
C101659,Emma,Johnson,emma.johnson@inboxstorage.eu,0031-6-65305692,Dorpsweg 85,Leiden,7150 AA,NL,25-Mar-2023,06.09.2022,06-18-2021,147A,5,328.55,Overdue,12.04.2022,telefono incorrecto
C101413,Liam,Gonzalez,liam.gonzalez@yahoo.com,+31 6 89070916,Stationsplein 20,Utrecht,3136 AA,NL,15-Dec-2025,2023-04-10,22/03/2026,u1144,unknown,146.7,pending,17/06/2024,telefono incorrecto
C102070,Ava,Jackson,ava3@hotmail.com,863847985,Langestraat 8,The Hague,8630 AB,Nederland,22-May-2022,2020-09-21,2027-11-26,Unit 498,10,536.44,overdue,04.08.2019,警告: unpaid
C101264,Miller,James,miller.james@example.com,692325112,Oudeweg 153,Haarlem,1727 B,NL,20.09.2016,29-Oct-2023,05-23-2021,u1429,—,269.4,paid,07.03.2021,Moved out
C102063,Elijah,Wilson,ewilson@outlook.com,06-44972110,Hoofdstraat 93�,Eindhoven,6012,Nederland,08-11-2017,10-May-2017,20201122,#494,3 sqm,122.11,paid,2020/12/06,Pays cash
C102083,Sophia,Gonzalez,sgonzalez@gmail.com,623686644,Main St 48,Haarlemmermeer,7810,Ned.,19-Aug-2016,31-Mar-2018,09-Dec-2025,Unit 166,1 sqm,467.55,overdue,,Prefers email
C102125,Oliver,Jones,oliverjo@gmail.com,0031-6-85203723,Stationsplein 6,Haarlemmermeer,9397 AC,NL,18/01/2020,03/01/2024,08-19-2021,Unit 491,15m2,109.61,Overdue,2020-11-27,Key lost
C101910,Oliver,Davis,odavis@hotmail.com,621982871,Baker St 167,Haarlemmermeer,2994 AA,Ned.,03-09-2017,2020-09-13,29/01/2021,394A,—,50.32,overdue,12-Apr-2018,Pays cash
C100938,Harper,Wilson,harper31@example.com,+31 6 88338953,Oudeweg 83,Alkmaar,6001 AB,Nederland,19-Oct-2020,06/12/2021,12-11-2022,298A,—,485.66,suspended,20180705,Pays cash
C101914,Amelia,Thomas,athomas@hotmail.com,06-99831713,Oudeweg 82,Rotterdam,2933,Nederland,18/03/2020,10-Aug-2023,15-Sep-2027,U1100,15 sqm,465.54,suspended,19/01/2024,Moved out
C100346,Mia,Gonzalez,miago@outlook.com,PHONE921,Stationsplein 166,Rotterdam,8997 B,Nederland,19.06.2022,2022-09-26,27-Mar-2027,U1019,15m2,232.16,PAID,06-Aug-2019,
C101642,Elijah,Johnson,elijahjohnson@examplecom,626490660,Oudeweg 37,Rotterdam,5063 AB,NL,20161129,2017/11/03,08-24-2026,Unit 444,15,107.73,suspended,20251122,telefono incorrecto
C102178,Liam,Miller,liam85@hotmail.com,622312679,Vijzelstraat 138,Leiden,9444 AB,Netherlands,06.04.2021,23.05.2020,06-03-2026,u1205,10,501.56,pending,06.12.2021,Pays cash
C100385,Noah,Jackson,njackson@yahoo.com,255768815,Dorpsweg 32,Haarlemmermeer,7934,NL,06-22-2025,08.12.2018,2022-05-07,U1346,15,291.62,PAID,20251230,Pays cash
C101204,Lucas,Gonzalez,lgonzalez@yahoo.com ,724030546,Hoofdstraat 76,Alkmaar,8074,NL,2016/12/16,20180914,2024/08/27,u1446,unknown,135.88,paid,2024/10/04,Moved out
C101242,Liam,Smith,liamsm@yahoo.com,PHONE591,Langestraat 95,Amsterdam,5720 AC,Ned.,26/07/2024,20171208,10/08/2023,309A,unknown,399.83,suspended,,Moved out
C100243,Alexander,Brown,alexander23@example.com,,Langestraat 51,Amstelveen,7368,NL,2021/01/11,2024-07-13,10-21-2027,396A - ,10m2,220.61,pending,06-19-2018,telefono incorrecto
C101137,Isabella,Gonzalez,igonzalez@inboxstorage.eu,PHONE278,Oudeweg 35,Leiden,6795 B,Nederland,07-16-2024,09-05-2025,2020/02/16,28A,10,115.84,late,07-03-2018,telefono incorrecto
C100936,Elijah de,Brown,elijah de69@gmail.com,PHONE225,Stationsplein 177,Alkmaar,1655 AA,NL,20210202,09-Feb-2025,16.12.2018,#216,5,391.04,suspended,2025/05/07,Prefers email
C101748,Mia,Wilson,mia45@gmail.com,621021784,Dorpsweg 198,Haarlem,8758 B,Netherlands,2019/04/11,31-Oct-2024,20220411,#53,8 sqm,306.78,PAID,2021/05/19,Prefers email
C100312,Amelia,Davis,adavis@yahoo.com,+31 6 31755592,Oudeweg 110,Utrecht,1130 AA,Nederland,08.12.2019,20210827,2027-05-14,U1203,5,325.07,overdue,24/02/2021,Moved out
C102147,Lucas,Miller,lmiller@outlook.com,009086058,Langestraat 139,The Hague,5034 AC,Netherlands,14.07.2018,02.03.2017,21.09.2027,U1153,8 sqm,488.87,PAID,2025/12/29,Prefers email
C100968,Liam,Jones,ljones@inboxstorage.eu,031-6-05413728,Vijzelstraat 9,Rotterdam,1888 AA,Nederland,20170816,20170311,20240119,158A,—,264.25,Overdue,2023/09/06,Key lost
C100660,Johnson,Liam,johnsonli at hotmail.com,689158336,Baker St 162,Haarlemmermeer,2708 AC,Ned.,27.04.2024,2017/05/01,2025/07/20,386A,15m2,519.85,Overdue,24-Nov-2021,Customer asked for discount
C101764,Mia,Smith,miasmith@inboxstorageeu,0031-6-24738069,Main St 165,Utrecht,7810,NL,20250807,14-May-2021,18/08/2021,#296,1 sqm,105.55,overdue,2020/05/09,Customer asked for discount
C100370,Ava,Martin,amartin@hotmail.com,+31 6 21215603,Stationsplein 187,Haarlemmermeer,7636 AC,NL,20220307,01.08.2020,2025-11-15,U1327,15 sqm,437.55,late,26/06/2020,Key lost
C100566,Sophia,Lopez,slopez@hotmail.com,447658390,Oudeweg 43,Alkmaar,2022 AC,Nederland,2021/09/25,18.09.2019,2027/10/06,u1231,—,143.67,PAID,2020-07-09,Moved out
C101888,James,Gonzalez,jgonzalez@gmail.com,PHONE761,Baker St 71,Amstelveen,1975 AB,Netherlands,20190912,04-02-2018,27-Jul-2024,Unit 490 - ,10,292.81,pending,2018/09/24,Key lost
C100824,Harper,Jones,harper15@hotmail.com,0031-6-88906650,Oudeweg 85,Eindhoven,4441 AA,Ned.,20170119,2016/10/28,2023-10-20,U1453,5 sqm,288.73,suspended,2018-07-31,Prefers email
C100982,Evelyn,Brown,evelyn68@example.com,PHONE290,Hoofdstraat 36,Haarlemmermeer,6171 AB,Netherlands,21/01/2019,2016-05-19,27/03/2021,427A,unknown,216.21,Overdue,30.09.2025,Moved out
C101120,Evelyn,Thomas,evelyn85@inboxstorage.eu,+31 6 01108439,Oudeweg 92,Amsterdam,4137 AC,NL,2018/11/07,06/10/2023,16/07/2027,u1370,1 sqm,120.88,overdue,20220824,Prefers email
C100813,William,Davis,williamda@hotmail.com,PHONE270,Baker St 32,Utrecht,6492,NL,20170408,2024-09-08,21.09.2020,U1134,unknown,122.06,paid,14.02.2025,Moved out
C100778,Benjamin,Martin,benjamin.martin@yahoo.com,PHONE703,Baker  St  70,Haarlem,5103 AC,Ned.,09/12/2016,06-05-2020,09-24-2020,289A,10m2,491.59,late,01.12.2020,Prefers email
C101052,Isabella,Martin,isabella30 at hotmail.com,+31 6 11423081,Langestraat 52,Amstelveen,9699 AB,Nederland,2017-09-13,20-Dec-2022,01/01/2018,Unit 261,unknown,519.14,overdue,2025/10/15,
C101385,Amelia,Rodriguez,ameliaro@gmailcom,0031-6-70281167,Langestraat 97,Haarlem,3759,NL,2018/08/21,30/09/2018,21/09/2020,u1026,1 sqm,493.57,Overdue,2022/02/22,Customer asked for discount
C101013,Ava,Miller,avami@yahoo.com,+31 6 27403392,Market Rd 44,Amstelveen,6483 AA,Nederland,03-29-2025,08/07/2018,04-Oct-2027,u1174,15,392.38,PAID,01-14-2022,警告: unpaid
C101301,Liam,Gonzalez,liamgo@outlook.com,399344729,Langestraat 51,Leiden,5298 AB,Ned.,20161223,08.06.2016,10/06/2027,u1167,10m2,231.76,pending,23-Sep-2025,Prefers email
C101618,Smith,Noah,snoah@inboxstorage.eu,06-50969168,Oudeweg 2,Rotterdam,7246 B,Netherlands,29/12/2021,20220118,20220716,u1467,15,363.22,pending,,
C100126,Harper,Wilson,harper91@yahoo.com,+31 6 60919191,Princenhagelaan 197,Rotterdam,4430,NL,21-Apr-2024,06-12-2024,20191206,#256,—,305.26,overdue,2021-06-06,Customer asked for discount
C100887,Noah,Johnson,noahjo@gmail.com,+31 6 15949283,Hoofdstraat 151,Rotterdam,2307 AA,Ned.,2016-08-31,04/02/2020,2027/08/23,u1202,1 sqm,104.42,paid,2018/06/05,Prefers email
C101007,Noah,Martinez,noah.martinez@example.com,PHONE170,Baker St 191,The Hague,2841 AA,NL,01-10-2025,08/11/2024,22.11.2026,u1370,15,55.92,pending,20220119,Prefers email
C100355,Isabella,Smith,isabella.smith@outlook.com,06-41167881,Langestraat 137,Alkmaar,8171 AA,Netherlands,20230524,29/09/2020,11-23-2024,u1482,15,528.21,paid,09.04.2018,Pays cash
C101777,Liam,Thmas,lthomas@hotmail.com,+31 6 76272603,Baker St 133,Amstelveen,5146,Ned.,20180805,19/08/2021,20261111,u1234,—,209.84,suspended,2019-01-03,telefono incorrecto
C100682,Oliver,Anderson,oliver.anderson@inboxstorage.eu,0031-6-80709278,Vijzelstraat 104,Leiden,3156 AA,Ned.,09.09.2024,2017/12/14,20190623,386A,—,363.41,suspended,06/10/2025,Key lost
C101818,Oliver,Anderson,oanderson@yahoo.com,64995157,Hoofdstraat 178,The Hague,7380 AA,NL,21.11.2020,2021/05/06,09-Jan-2020,u1454,—,434.86,suspended,2019/02/19,Moved out
C101941,Liam,Rodriguez,lrodriguez@inboxstorage.eu,06-10807615,Princenhagelaan 60,Haarlem,8415 AA,NL,08-31-2016,2017/06/04,2027/03/07,u1192,15,422.28,PAID,,telefono incorrecto
C100984,Elijah,Johnson,elijahjo@gmail.com,0031-6-25092011,Oudeweg  126,Leiden,1074 AC,Netherlands,16-Jan-2018,2017/03/25,20200515,Unit 8,—,374.73,suspended,08-24-2019,Prefers email
C101709,Charlotte,Williams,charlotte.williams@example.com,0031-6-45693885,Hoofdstraat 166,The Hague,9025,Ned.,20220122,05-01-2019,23-Apr-2018,Unit 313,5 sqm,229.88,paid,2022/08/25,Moved out
C100140,Charlotte,Martinez,charlotte90@yahoo.com,+31 6 39705195,Stationsplein 52,Haarlemmermeer,5892 AB,NL,18-Jan-2020,10.08.2016,20240510,u1130,5,26.55,Overdue,09.08.2023,警告: unpaid
C101926,Henry,Davis,henry84@example.com,PHONE375,Oudeweg 178,Haarlem,7231,Nederland,20220323,20-Dec-2016,active,412A,10 sqm,306.27,paid,20251230,Pays cash
C101581,James,Williams,james49@yahoo.com,0031-6-34822146,Vijzelstraat 34,Eindhoven,1457 B,Nederland,05-14-2023,20200709,active,#293,—,288.17,Overdue,2020/06/24,警告: unpaid
C101254,Alexander,Martin,amartin@outlook.com,0031-6-26436902,Oudeweg 144,Utrecht,5177 AB,Ned.,30/06/2016,20190322,07/12/2021,Unit 260,unknown,402.65,paid,20200731,telefono incorrecto
C102117,Evelyn,Martin,evelyn99@gmail.com,06-68534265,Vijzelstraat 22,Alkmaar,3171 AB,Nederland,29/03/2018,22-Nov-2018,17-Sep-2027,u1156,—,477.38,Overdue,20190120,telefono incorrecto
C102198,Charlotte,Davis,charlotte.davis@example.com,PHONE723,Hoofdstraat 94,Alkmaar,3081 AC,Nederland,30.10.2025,21-Jul-2025,06-Jan-2018,274A,5 sqm,504.93,late,20/03/2025,telefono incorrecto
C101389,Oliver,Johnson,oliver29@yahoo.com,0031-6-57927081,Princenhagelaan 83,Alkmaar,6581 B,Netherlands,20250906,02.01.2020,20230304,239A,1 sqm,459.66,overdue,02-28-2023,Customer asked for discount
C102039,Elijah,Taylor,etaylor@example.com,06-30839513,Vijzelstraat 199,Eindhoven,4072 AC,NL,20170802,20210526,15-Oct-2021,464A,15,480.93,paid,25-Aug-2019,Moved out
C100711,Sophia,Smith,sophia.smith@inboxstorage.eu,06-47308788,Market Rd 51,The Hague,1384 B,Nederland,04-02-2021,2023-07-04,20270503,#190,—,126.89,pending,2020-12-16,警告: unpaid
C101163,Amelia,Johnson,amelia72@outlook.com,+31 6 07738345,Baker St 189,Amsterdam,8111 AB,Nederland,2019/01/03,20190127,2020-12-29,120A,5m2,296.03,Overdue,17/01/2021,Prefers email
C101990,Evelyn,Williams,evelyn.williams@hotmail.com,PHONE321,Oudeweg 20,Leiden,5634 B,Nederland,20181118,2024/10/12,2020-05-17,#387,12 sqm,343.65,suspended,05.11.2020,Customer asked for discount
C100010,Davis,Elijah,delijah@yahoo.com,0031-6-60917798,Oudeweg 178,Utrecht,5482 B,NL,19-Apr-2019,09/01/2025,03.10.2024,u1454,—,476.17,suspended,02/04/2020,Prefers email
C101655,Charlotte,Jackson,charlotteja@gmail.com,0031-6-59763933,Stationsplein 9,Alkmaar,7581 AA,Nederland,04-29-2022,20221201,03-08-2023,u1014,3 sqm,404.88,paid,2022/05/11,
C101289,Alexander,Johnson,alexander.johnson@example.com,352776426,Hoofdstraat 17,Utrecht,3121,Ned.,16.10.2019,09.09.2018,22-Oct-2021,108A,5,423.28,suspended,11-18-2025,
C100754,Ava,Anderson,,672942791,Dorpsweg 138,Amstelveen,3764 AB,Ned.,20220423,06-Dec-2024,18-Apr-2022,Unit 20,10m2,493.5,overdue,07/03/2021,Customer asked for discount
C100626,Noah ter,Lopez,nlopez@outlook.com ,06-66050590,Oudeweg 188,Leiden,1299,Netherlands,20/04/2016,09-Feb-2021,19-Jan-2021,37A,5m2,109.22,Overdue,21/07/2018,警告: unpaid
C101315,Benjamin,Lopez,benjaminlo@example.com,06-74503357,Baker St 183,Utrecht,4407 AA,Netherlands,13/04/2016,20200417,2020-03-24,248A ,—,436.49,late,12/08/2019,Moved out
C100129,William,Brown,wbrown@example.com,PHONE551,Dorpsweg 39,Alkmaar,1497,Netherlands,20220110,20170507,2021-04-08,Unit 179,15m2,497.12,suspended,11-16-2024,telefono incorrecto
C100843,Harper,Anderson,harper61@gmail.com,689883362,Dorpsweg 133,Amsterdam,7386,NL,20161021,2018-08-10,20271208,U1142,unknown,548.68,pending,24.02.2024,警告: unpaid
C100323,Mia,Johnson,mjohnson@yahoo.com,+31 6 75311980,Main St 160,The Hague,7574 B,Nederland,20220821,20.06.2022,05-Feb-2027,290A,—,283.44,PAID,20191008,Prefers email
C101287,Emma,Anderson,eanderson@example.com,06-08258029,Stationsplein 18,Amsterdam,9340 AB,Ned.,2025-08-02,2024/04/08,01-28-2018,u1462,—,527.01,late,20241104,警告: unpaid
C100014,William,Smith,william92@inboxstorage.eu,+31 6 77754781,Stationsplein 158,Rotterdam,9423 AB,Ned.,14/10/2017,2022/05/08,22.08.2019,#375,10m2,423.58,late,25.06.2018,Key lost
C101660,Olivia,Wilson,oliviawi@outlookcom,687612443,Main St 93,Alkmaar,9149,NL,14.11.2019,24/08/2019,24.03.2026,#57,10,421.86,PAID,03.06.2024,Customer asked for discount
C100215,William,Smith,william.smith@outlook.com,06-15969838,Princenhagelaan 172,Leiden,1147 B,NL,10/12/2025,20220630,12-28-2022,#322,unknown,244.22,late,2022/11/29,警告: unpaid
C101233,Harper,Williams,harper79@yahoo.com,06-38374025,Hoofdstraat 50,Alkmaar,9394,Ned.,14.01.2024,08.02.2022,2023-01-23,309A,5m2,118.16,overdue,30.01.2020,警告: unpaid
C101487,Alexander,Lopez,alexanderlo@hotmail.com,PHONE955,Baker St 196,Amstelveen,2088,Nederland,03.04.2016,25-Jul-2019,01-24-2022,Unit 74 ,5m2,208.69,PAID,2021/06/02,telefono incorrecto
C101550,Olivia,Wilson,olivia36@yahoo.com,+31 6 20857882,Dorpsweg 49,Eindhoven,5685 AC,Nederland,2016-12-13,08-02-2022,04.06.2023,263A,—,42.44,overdue,,Pays cash
C100864,Harper,Anderson,harper61@gmail.com,654975152,Dorpsweg 133,Amsterdam,7386,NL,20161021,2018-08-10,20271208,U1142,unknown,548.68,pending,24.02.2024,警告: unpaid
C100516,Sophia,Garcia,sophia65@outlookcom,PHONE131,Dorpsweg 48,Amstelveen,2232 AB,Nederland,20230505,15/09/2024,2027/09/29,#200,15,467.87,pending,05-13-2022,Prefers email
C100597,Lucas,Garcia,lucas.garcia@outlook.com,PHONE244,Oudeweg 5,Amsterdam,4053,NL,03/11/2017,20190131,29.06.2018,U1064,12 sqm,146.44,late,24/05/2018,
C100195,Harper,Lopez,harper.lopez at gmail.com,,Oudeweg 4,Amsterdam,7517,Ned.,2025/03/30,2016-08-28,16-Jan-2026,245A,5m2,547.94,PAID,11.06.2020,Key lost
C100288,Lucas,Johnson,lucas82@example.com,0031-6-05311058,Stationsplein 122,Leiden,6832 AA,Netherlands,20200719,12-Jun-2021,2027-09-21,Unit 261,10m2,368.85,overdue,25-Aug-2020,Pays cash
C100950,Noah,Wilson,noah57@outlook.com,620784271,Stationsplein 106,Eindhoven,9721,Nederland,17-Jun-2025,07-Dec-2016,2024-09-15,452A,unknown,385.52,paid,2022-02-19,Moved out
C101394,Sophia,Rodriguez,srodriguez@inboxstorage.eu,06-05654636,Vijzelstraat 98,The Hague,2089 AB,Nederland,2023/03/30,2021-04-28,06-Feb-2020,Unit 204,unknown,424.04,Overdue,20190920,Key lost
C101629,Evelyn,Martin,evelyn74@inboxstorage.eu,06-15817560,Vijzelstraat 105,The Hague,5507,Netherlands,10-25-2024,2023/11/15,11-03-2020,337A,15,135.67,late,11-Mar-2018,Customer asked for discount
C100549,Alexander,Williams,alexander.williams@gmail.com,649347688,Langestraat 135,Amsterdam,9841 AC,Nederland,20161128,07-Dec-2022,28.10.2019,35A,10 sqm,359.3,late,23/09/2018,警告: unpaid
C100156,Mia,Jackson,miaja@outlook.com,+31 6 76553007,Princenhagelaan 171,Rotterdam,5231 B,Nederland,02-23-2019,12-Jul-2025,12-15-2023,39A,15,235.64,late,2025-12-25,Moved out
C100419,Harper,Jones,harper.jones@hotmail.com,+31 6 13433906,Main St 190,Haarlem,7904 AB,Nederland,20160517,02-Dec-2023,03.02.2026,u1167,15 sqm,400.08,overdue,02-Jun-2020,Prefers email
C100922,Mia,Taylor,miata@example.com,899615160,Stationsplein 94,Amstelveen,4736 AC,Netherlands,2016-01-08,03.09.2020,20180517,U1474,10 sqm,150.56,late,09/02/2022,
C100477,Alexander,Thomas,alexander84@yahoo.com,+31 6 21327381,Oudeweg 45,Eindhoven,8020 AB,Ned.,2020/08/10,2025/05/16,06-12-2027,u1185,5,460.74,overdue,2022-01-18,
C101251,Sophia,Thomas,sophia.thomas@gmail.com,,Oudeweg 88,Rotterdam,5068 AC,Nederland,26/04/2022,10/05/2023,indefinite,#435,5 sqm,259.64,Overdue,2019-06-29,telefono incorrecto
C100553,Alexander,Hernandez,alexanderhe@hotmailcom,948467640,Oudeweg 117,Alkmaar,6945 AB,Ned.,10-10-2016,2016/01/15,14-Mar-2025,#21,5m2,494.95,paid,2020-02-08,Pays cash
C100390,Olivia,Smith,olivia.smith@hotmail.com,PHONE958,Oudeweg 197,Leiden,6928,Netherlands,20190929,27-Jun-2017,01-08-2018,Unit 49,5,498.89,overdue,,
C100578,Evelyn,Anderson,evelyn.anderson@example.com,624055525,Princenhagelaan 56,Alkmaar,6043 AB,Nederland,08/10/2024,06/04/2016,2021-02-01,U1002,unknown,42.24,late,20180910,Customer asked for discount
C102023,Benjamin,Taylor,btaylor@gmail.com,PHONE123,Vijzelstraat 111,Utrecht,4880 AB,Netherlands,2021-04-22,08/02/2017,21.08.2024,U1065,10 sqm,380.2,suspended,2021/08/14,Key lost
C101566,Isabella,Gonzalez,isabella39@hotmail.com,666045096,Main St 129,Alkmaar,4720 AA,Netherlands,2018/05/19,2020-06-25,20241025,332A,unknown,242.53,suspended,19-Sep-2024,telefono incorrecto
C101945,Charlotte,Johnson,charlotte17 at example.com,692677626,Princenhagelaan 200,TThe  Hague,6462 AC,Ned.,04/06/2022,2019/10/21,11/01/2022,U1474,10,328.0,Overdue,2025-01-03,Key lost
C100820,Jones,Ava,jonesava@hotmailcom,+31 6 73736680,Oudeweg 179,Amstelveen,3492 B,Nederland,07-24-2017,10-09-2019,20210601,Unit 55,15,548.53,paid,2024-11-13,警告: unpaid
C102107,Amelia,Thomas,ameliath@hotmail.com,0031-6-02693383,Hoofdstraat 66,Eindhoven,3695 B,Ned.,19.11.2022,20191101,11.01.2025,#388,10,421.64,paid,09.03.2025,
C101006,Evelyn,Taylor,evelynta at outlook.com,PHONE952,Langestraat 108,Utrecht,4635,Netherlands,12.11.2021,17.06.2016,26.11.2021,U1321,15,172.52,overdue,20240619,Key lost
C101241,Benjamin,Miller,benjaminmi@outlook.com,PHONE710,Oudeweg 91,The Hague,4154 AC,NL,06-24-2021,2020/06/16,07-14-2020,#422,5m2,256.86,suspended,11-21-2023,Key lost
C100664,Mia,Thomas,mthomas@gmail.com,06-50904351,Hoofdstraat 183,Amsterdam,2605,Nederland,2023-04-04,2020-01-24,25-Jan-2019,440A,5m2,369.17,Overdue,2021/07/25,Key lost
C101781,James,Jones,james86@gmail.com,06-19272391,Langestraat 197,Haarlem,1401 AA,NL,02-27-2022,09-14-2017,active,u1084,unknown,190.17,PAID,,
C100142,Olivia,Williams,oliviawi@inboxstorage.eu,582923616,Oudeweg 2,Eindhoven,3698 AB,NL,2021-06-26,26.08.2019,2022/03/10,U1480,unknown,136.11,pending,12/03/2019,telefono incorrecto
C102120,Sophia,Thomas,sophia41 at gmail.com,+31 6 33231871,Langestraat 191,Haarlem,1259 AA,Netherlands,06.08.2017,16.10.2023,09/04/2027,U1201,5m2,48.35,overdue,09-19-2020,Prefers email
C101395,Alexander,Gonzalez,alexander.gonzalez@inboxstorage.eu,PHONE775,Princenhagelaan 189,Amsterdam,7713 AB,Ned.,06-22-2021,2024/07/24,15.02.2021,U1426,unknown,292.76,suspended,11-Dec-2022,警告: unpaid
C100421,Harper,Lopez,harper.lopez@gmail.com,06-48421092,Dorpsweg 20,Utrecht,8973 AB,Nederland,2022/08/15,2017-08-07,active,U1327,10m2,341.24,PAID,23.12.2018,Prefers email
C100799,Emma,Williams,,+31 6 12585340,Oudeweg 166,Utrecht,2829,Netherlands,21.04.2019,20190514,2021-03-13,u1168,15,435.65,late,20220803,
C100615,Ava,Wilson,ava63@hotmail.com,+31 6 74931352,Stationsplein 74,Haarlem,4838 AC,Netherlands,08/02/2018,06-Mar-2019,04-23-2021,U1433,unknown,179.81,pending,01.06.2021,Prefers email
C100295,Benjamin,Martinez,bmartinez@yahoo.com,601842201,Stationsplein 45,Amsterdam,4227 AA,Ned.,2021-11-12,20240212,29-Jun-2020,#431,—,378.67,PAID,16/05/2023,警告: unpaid
C100401,Mia,Johnson,mjohnson@example.com,+31 6 95931169,Langestraat 149,The Hague,2195,NL,03-12-2022,04-18-2024,03/12/2019,u1461,10,73.44,Overdue,22.05.2018,Pays cash
C100088,Amelia,Gonzalez,amelia7@hotmail.com,609819602,Princenhagelaan 22,Rotterdam,1379,Netherlands,30-Mar-2017,2022-09-06,03-02-2021,459A,unknown,467.65,overdue,20230705,
C102111,Henry,Williams,hwilliams@hotmail.com,06-33772442,Vijzelstraat 22,Eindhoven,3757 AA,Ned.,17-Oct-2021,20220523,02.02.2025,193A,unknown,498.01,late,01.12.2019,Pays cash
C102165,Johnson,Emma,johnson75@hotmail.com,06-71068516,Princenhagelaan 143,Utrecht,7669,Nederland,27/10/2020,2021-01-31,active,u1217,1 sqm,74.5,PAID,2023-02-14,Prefers email
C100131,Ava,Miller,ava.miller@hotmail.com,06-93946943,Vijzelstraat 73,Amstelveen,5693 AC,NL,20170320,04-May-2017,30/11/2027,U1487,15m2,87.37,pending,02/04/2019,
C101612,Charlotte,Williams,charlottewi@outlook.com,414999077,Oudeweg 159,Amstelveen,4167 AB,Ned.,2020-10-17,18-Sep-2018,04-21-2019,#11,12 sqm,169.57,PAID,,Pays cash
C101424,Ava,Rodriguez,avaro@example.com,+31 6 14411895,Hoofdstraat 119,Eindhoven,9000 AA,NL,20250208,06/12/2017,10-29-2019,133A,—,315.7,Overdue,2018/03/15,Customer asked for discount
C101588,Amelia,Anderson,ameliaan@yahoo.com,06-02299613,Langestraat 18,Eindhoven,1615 B,NL,2022/05/28,2018/12/31,2022-11-19,147A,5 sqm,531.77,Overdue,03.06.2023,Prefers email
C101775,Isabella,Jones,isabella.jones@hotmail.com,+31 6 50334636,Oudeweg 138,Rotterdam,1033 AA,NL,2024/09/23,2021-07-05,active,Unit 111,10,446.14,Overdue,2023-12-08,Prefers email
C100724,Emma,Rodriguez,emma24@hotmailcom,0031-6-37045038,Market Rd 138,The Hague,6458,Ned.,2021/08/06,30/01/2024,2027-10-24,#331,unknown,123.99,late,20221212,警告: unpaid
C101345,Isabella,Mooe,isabella39@outlookcom,+31 6 05217958,Oudeweg 35,Eindhoven,9844 AA,Ned.,2020/08/08,06.06.2019,22/08/2019,289A,5m2,545.51,Overdue,04-15-2023,Pays cash
C100269,Liam,Thomas,liam.thomas@gmail.com,630286550,Main St 66,he Hague,3321 AA,Netherlands,23-Aug-2025,04/10/2020,2026/04/20,Unit 73,5,39.8,overdue,01/08/2024,Moved out
C101608,Oliver,Brown,oliver3@gmail.com,+31 6 85877534,Baker St 24,Rotterdam,2551 B,NL,19/02/2016,05/12/2019,26/01/2027,Unit 392,10m2,51.54,suspended,20220227,telefono incorrecto
C100917,Amelia,Garcia,ameliaga@gmail.com ,06-16501240,Vijzelstraat 104,Eindhoven,9087,Ned.,02-11-2018,2023/11/02,2020-10-17,360A,unknown,340.33,overdue,20201026,Key lost
C101740,Ava,Thomas,ava.thomas at inboxstorage.eu,106970809,Main St 199,Utrecht,5648 B,Ned.,10-18-2018,2018/01/25,07-29-2023,382A,15m2,283.07000000000005,paid,20180505,Pays cash
C101557,Thomas,Harper,tharper@inboxstorage.eu,0031-6-29795455,Langestraat 78,Haarlemmermeer,5986 AC,NL,2016-05-30,2021-03-05,20230304,u1495,—,354.66,paid,01/07/2018,telefono incorrecto
C100375,James,Jones,james.jones@hotmail.com,623137998,Oudeweg 194,Leiden,4556 AC,NL,26-Aug-2021,01-23-2021,10-08-2027,Unit 444,5,286.2,overdue,20230717,Moved out
C100333,Benjamin,Wilson,bwilson@yahoo.com,0031-6-37145031,Main St 129,Haarlemmermeer,3033 AA,Nederland,03-23-2024,01-Jul-2025,2025/08/03,Unit 74 ,unknown,316.91,overdue,05/07/2018,Prefers email
C101366,Sophia,Hernandez,sophia2@gmail.com,,Princenhagelaan 134,Eindhoven,7498 B,Nederland,2016/03/29,2019/06/04,17.07.2025,u1047,5,97.41,late,20250707,Key lost
C102066,Elijah,Davis,elijah.davis at hotmail.com,584451972,Baker St 63,Amstelveen,6072 AB,NL,09-Aug-2018,14.08.2021,09.10.2027,Unit 179,6 sqm,282.75,late,,telefono incorrecto
C101118,Noah,Garcia,ngarcia@hotmail.com,06-88461086,Vijzelstraat 43,Haarlem,9369 AC,Netherlands,10-23-2019,24.01.2023,2020/02/14,#489 - ,—,367.29,PAID,16-Apr-2021,Key lost
C100910,Henry,Martinez,henry.martinez@outlook.com,639282235,Stationsplein 147,Haarlem,7891 AC,Nederland,22.12.2020,20201216,2020-03-26,#279,5,485.09,late,2018-06-15,Moved out
